Exp,Pedi,Repl,plantHt,earHt,Year,Month,Day,tempMin,tempMax,dewMin,dewMax,humidMin,humidMax,solarMin,solarMax,rainMin,rainMax,windSpdMin,windSpdMax,windDirMin,windDirMax,windGustMin,windGustMax,soilTempMin,soilTempMax,soilMoistMin,soilMoistMax
GAI1,PH207,2,95,35,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHB47,1,140,60,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHB47,2,120,45,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG35,1,130,60,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG35,2,105,40,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG39,1,150,70,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG39,2,105,55,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG47,1,100,25,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG47,2,95,25,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG83,1,135,60,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHG83,2,135,50,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHJ40,1,70,25,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHJ40,2,105,50,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHN82,1,135,60,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHN82,2,110,45,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHV63,1,100,25,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHV63,2,85,28,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHW52,1,110,40,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHW52,2,130,50,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHZ51,1,145,55,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,PHZ51,2,130,40,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,W117HT,1,120,40,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,W117HT,2,85,30,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,Wf9,1,135,45,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,Wf9,2,125,40,2015,7,30,24.3,36,21.9,25.1,46.1,98.8,0,1104,0,0.5,0,0.28,50,360,0,3.06,28.4,37,8.1,8.6
GAI1,2369,1,165,90,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,2369,2,130,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,740,1,145,65,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,740,2,125,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A619,1,85,15,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A619,2,95,22,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A632,1,145,70,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A632,2,120,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A634,1,120,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,A634,2,110,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B14,1,150,30,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B14,2,115,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B37,1,110,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B37,2,115,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B73,1,145,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,B73,2,135,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,C103,1,130,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,C103,2,130,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,CM105,1,115,55,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,CM105,2,115,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH123HT,1,175,80,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH123HT,2,145,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH145,1,150,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH145,2,140,35,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH162,1,90,35,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH162,2,100,30,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH195,1,140,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH195,2,100,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH198,1,175,90,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH198,2,125,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH74,1,130,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH74,2,120,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH82,1,90,30,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,LH82,2,100,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,Mo17,1,170,70,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,Mo17,2,125,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PB80,1,145,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PB80,2,120,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PH207,1,105,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PH207,2,95,35,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHB47,1,140,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHB47,2,120,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG35,1,130,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG35,2,105,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG39,1,150,70,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG39,2,105,55,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG47,1,100,25,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG47,2,95,25,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG83,1,135,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHG83,2,135,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHJ40,1,70,25,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHJ40,2,105,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHN82,1,135,60,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHN82,2,110,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHV63,1,100,25,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHV63,2,85,28,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHW52,1,110,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHW52,2,130,50,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHZ51,1,145,55,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,PHZ51,2,130,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,W117HT,1,120,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,W117HT,2,85,30,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,Wf9,1,135,45,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,Wf9,2,125,40,2015,7,31,23.3,35.7,20.2,24.6,41.8,96.4,0,1090,0,18,0,1.67,14,338,0,5.28,28.7,36.6,8.1,18.7
GAI1,2369,1,165,90,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,2369,2,130,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,740,1,145,65,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,740,2,125,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A619,1,85,15,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A619,2,95,22,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A632,1,145,70,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A632,2,120,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A634,1,120,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,A634,2,110,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B14,1,150,30,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B14,2,115,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B37,1,110,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B37,2,115,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B73,1,145,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,B73,2,135,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,C103,1,130,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,C103,2,130,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,CM105,1,115,55,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,CM105,2,115,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH123HT,1,175,80,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH123HT,2,145,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH145,1,150,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH145,2,140,35,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH162,1,90,35,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH162,2,100,30,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH195,1,140,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH195,2,100,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH198,1,175,90,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH198,2,125,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH74,1,130,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH74,2,120,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH82,1,90,30,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,LH82,2,100,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,Mo17,1,170,70,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,Mo17,2,125,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PB80,1,145,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PB80,2,120,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PH207,1,105,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PH207,2,95,35,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHB47,1,140,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHB47,2,120,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG35,1,130,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG35,2,105,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG39,1,150,70,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG39,2,105,55,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG47,1,100,25,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG47,2,95,25,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG83,1,135,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHG83,2,135,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHJ40,1,70,25,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHJ40,2,105,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHN82,1,135,60,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHN82,2,110,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHV63,1,100,25,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHV63,2,85,28,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHW52,1,110,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHW52,2,130,50,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHZ51,1,145,55,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,PHZ51,2,130,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,W117HT,1,120,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,W117HT,2,85,30,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,Wf9,1,135,45,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,Wf9,2,125,40,2015,8,1,23.1,34.3,22.6,25,52,99.1,0,1136,0,0.2,0,0,5,351,0,2.22,27.4,33.3,11.3,15.9
GAI1,2369,1,165,90,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,2369,2,130,60,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,740,1,145,65,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,740,2,125,60,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,A619,1,85,15,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,A619,2,95,22,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,A632,1,145,70,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,A632,2,120,60,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
GAI1,A634,1,120,60,2015,8,2,23.7,33.9,22.4,24,53.6,96.5,0,966,0,3.8,0,0.28,2,343,0,3.33,27.5,33.7,9.5,10.5
